5.9926,0.0210,0.2707,-0.2742
6.0261,0.0299,0.2597,-0.3696
6.0596,0.0389,0.2532,-0.4614
6.0931,0.0478,0.2327,-0.5398
6.1265,0.0555,0.2163,-0.6231
6.1600,0.0631,0.1937,-0.6818
6.1935,0.0683,0.1712,-0.7475
6.2270,0.0746,0.1458,-0.8116
6.2605,0.0809,0.1173,-0.8374
6.2939,0.0837,0.0867,-0.8753
6.3274,0.0875,0.0607,-0.8793
6.3609,0.0888,0.0306,-0.8897
6.3944,0.0901,-0.0000,-0.8575
6.4279,0.0889,-0.0276,-0.8522
6.4613,0.0887,-0.0592,-0.8208
6.4948,0.0862,-0.0857,-0.7968
6.5283,0.0838,-0.1134,-0.7482
6.5618,0.0798,-0.1391,-0.7058
6.5952,0.0748,-0.1598,-0.6624
6.6287,0.0710,-0.1817,-0.6172
6.6622,0.0645,-0.1990,-0.5507
6.6957,0.0570,-0.2192,-0.4884
6.7292,0.0493,-0.2332,-0.4257
6.7626,0.0416,-0.2520,-0.3468
6.7961,0.0327,-0.2633,-0.2861
6.8296,0.0251,-0.2740,-0.2056
6.8631,0.0162,-0.2783,-0.1206
6.8966,0.0060,-0.2860,-0.0351
6.9300,-0.0029,-0.2866,0.0668
6.9635,-0.0120,-0.2836,0.1706
6.9970,-0.0222,-0.2771,0.2777
7.0305,-0.0321,-0.2696,0.3737
7.0639,-0.0409,-0.2580,0.4838
7.0974,-0.0504,-0.2422,0.5590
7.1309,-0.0581,-0.2260,0.6438
7.1644,-0.0653,-0.2008,0.7196
7.1979,-0.0722,-0.1749,0.7898
7.2313,-0.0792,-0.1487,0.8284
7.2648,-0.0830,-0.1186,0.8619
7.2983,-0.0880,-0.0886,0.8878
7.3318,-0.0900,-0.0603,0.9012
7.3652,-0.0922,-0.0296,0.8999
7.3987,-0.0932,0.0014,0.8782
7.4322,-0.0932,0.0277,0.8524
7.4657,-0.0920,0.0595,0.8069
7.4992,-0.0893,0.0873,0.7764
7.5326,-0.0867,0.1112,0.7370
7.5661,-0.0830,0.1343,0.6912
7.5996,-0.0789,0.1582,0.6508
7.6331,-0.0740,0.1806,0.5992
7.6666,-0.0675,0.1996,0.5363
7.7000,-0.0603,0.2166,0.4789
7.7335,-0.0535,0.2300,0.4226
7.7670,-0.0459,0.2457,0.3443
7.8005,-0.0368,0.2579,0.2827
7.8339,-0.0293,0.2705,0.2076
7.8674,-0.0204,0.2772,0.1171
7.9009,-0.0102,0.2821,0.0358
7.9344,-0.0013,0.2835,-0.0590
7.9679,0.0089,0.2796,-0.1425
8.0013,0.0166,0.2750,-0.2321
8.0348,0.0267,0.2689,-0.3347
8.0683,0.0358,0.2576,-0.4376
8.1018,0.0458,0.2414,-0.5233
8.1353,0.0535,0.2256,-0.6023
8.1687,0.0612,0.2038,-0.6734
8.2022,0.0676,0.1813,-0.7389
8.2357,0.0739,0.1593,-0.7882
8.2692,0.0791,0.1290,-0.8167
8.3026,0.0829,0.1040,-0.8585
8.3361,0.0867,0.0722,-0.8808
8.3696,0.0893,0.0392,-0.8786
8.4031,0.0905,0.0116,-0.8720
8.4366,0.0905,-0.0163,-0.8624
8.4700,0.0906,-0.0452,-0.8371
8.5035,0.0893,-0.0749,-0.8133
8.5370,0.0867,-0.1000,-0.7690
8.5705,0.0829,-0.1238,-0.7225
8.6040,0.0780,-0.1475,-0.6902
8.6374,0.0740,-0.1756,-0.6291
8.6709,0.0676,-0.1938,-0.5736
8.7044,0.0601,-0.2108,-0.5316
8.7379,0.0549,-0.2297,-0.4646
8.7713,0.0461,-0.2457,-0.3919
8.8048,0.0384,-0.2589,-0.3202
8.8383,0.0296,-0.2696,-0.2545
8.8718,0.0219,-0.2763,-0.1619
8.9053,0.0118,-0.2860,-0.0591
8.9387,0.0016,-0.2885,0.0444
8.9722,-0.0086,-0.2848,0.1241
9.0057,-0.0164,-0.2819,0.2281
9.0392,-0.0266,-0.2776,0.3399
9.0726,-0.0368,-0.2637,0.4379
9.1061,-0.0454,-0.2500,0.5275
9.1396,-0.0543,-0.2334,0.6137
9.1731,-0.0619,-0.2122,0.6901
9.2066,-0.0687,-0.1835,0.7677
9.2400,-0.0759,-0.1579,0.8061
9.2735,-0.0797,-0.1327,0.8398
9.3070,-0.0847,-0.1060,0.8810
9.3405,-0.0885,-0.0729,0.8937
9.3740,-0.0910,-0.0415,0.8920
9.4074,-0.0924,-0.0134,0.8795
9.4409,-0.0922,0.0151,0.8649
9.4744,-0.0923,0.0449,0.8230
9.5079,-0.0897,0.0727,0.7889
9.5413,-0.0873,0.1000,0.7677
9.5748,-0.0846,0.1215,0.7288
9.6083,-0.0809,0.1476,0.6712
9.6418,-0.0756,0.1729,0.6197
9.6753,-0.0697,0.1906,0.5667
9.7087,-0.0628,0.2095,0.5197
9.7422,-0.0565,0.2239,0.4556
9.7757,-0.0489,0.2424,0.3834
9.8092,-0.0400,0.2520,0.3172
9.8427,-0.0324,0.2677,0.2454
9.8761,-0.0235,0.2767,0.1684
9.9096,-0.0146,0.2800,0.0702
9.9431,-0.0046,0.2814,-0.0166
9.9766,0.0057,0.2845,-0.0940
10.0100,0.0134,0.2791,-0.1986
10.0435,0.0236,0.2755,-0.2904
10.0770,0.0325,0.2635,-0.3906
10.1105,0.0427,0.2502,-0.4793
10.1440,0.0503,0.2363,-0.5721
10.1774,0.0592,0.2167,-0.6410
10.2109,0.0656,0.1935,-0.7030
10.2444,0.0720,0.1685,-0.7714
10.2779,0.0784,0.1442,-0.8242
10.3113,0.0835,0.1175,-0.8449
10.3448,0.0860,0.0851,-0.8797
10.3783,0.0899,0.0576,-0.8829
10.4118,0.0912,0.0262,-0.8824
10.4453,0.0924,-0.0046,-0.8789
10.4787,0.0924,-0.0322,-0.8529
10.5122,0.0912,-0.0612,-0.8238
10.5457,0.0886,-0.0884,-0.7988
10.5792,0.0861,-0.1167,-0.7631
10.6127,0.0822,-0.1394,-0.7142
10.6461,0.0771,-0.1615,-0.6646
10.6796,0.0721,-0.1872,-0.6221
10.7131,0.0657,-0.2044,-0.5550
10.7466,0.0581,-0.2232,-0.4989
10.7800,0.0505,-0.2424,-0.4439
10.8135,0.0441,-0.2551,-0.3618
10.8470,0.0341,-0.2686,-0.2941
10.8805,0.0264,-0.2804,-0.2046
10.9140,0.0162,-0.2857,-0.1192
10.9474,0.0074,-0.2899,-0.0176
10.9809,-0.0027,-0.2920,0.0899
11.0144,-0.0127,-0.2892,0.1851
11.0479,-0.0221,-0.2820,0.2979
11.0814,-0.0323,-0.2758,0.4097
11.1148,-0.0424,-0.2628,0.4933
11.1483,-0.0500,-0.2426,0.5994
11.1818,-0.0591,-0.2260,0.6715
11.2153,-0.0663,-0.1986,0.7425
11.2487,-0.0727,-0.1741,0.8071
11.2822,-0.0790,-0.1458,0.8579
11.3157,-0.0839,-0.1162,0.8897
11.3492,-0.0878,-0.0865,0.9042
11.3827,-0.0903,-0.0549,0.9195
11.4161,-0.0928,-0.0241,0.8962
11.4496,-0.0928,0.0023,0.8810
11.4831,-0.0928,0.0365,0.8603
11.5166,-0.0914,0.0607,0.8154
11.5501,-0.0889,0.0925,0.7901
11.5835,-0.0863,0.1177,0.7467
11.6170,-0.0827,0.1423,0.6992
11.6505,-0.0775,0.1637,0.6552
11.6840,-0.0723,0.1840,0.6009
11.7174,-0.0660,0.2058,0.5415
11.7509,-0.0590,0.2205,0.4867
11.7844,-0.0520,0.2407,0.4138
11.8179,-0.0431,0.2530,0.3544
11.8514,-0.0356,0.2657,0.2691
11.8848,-0.0253,0.2774,0.1985
11.9183,-0.0178,0.2829,0.1104
11.9518,-0.0077,0.2863,0.0320
11.9853,0.0013,0.2888,-0.0709
12.0187,0.0115,0.2847,-0.1772
12.0522,0.0217,0.2792,-0.2639
12.0857,0.0306,0.2732,-0.3782
12.1192,0.0408,0.2597,-0.4551
12.1527,0.0484,0.2440,-0.5525
12.1861,0.0574,0.2251,-0.6331
12.2196,0.0650,0.2041,-0.7017
12.2531,0.0714,0.1801,-0.7672
12.2866,0.0777,0.1557,-0.8153
12.3201,0.0829,0.1226,-0.8514
12.3535,0.0868,0.0951,-0.8892
12.3870,0.0906,0.0680,-0.9019
12.4205,0.0931,0.0343,-0.8848
12.4540,0.0931,0.0082,-0.8798
12.4874,0.0932,-0.0259,-0.8695
12.5209,0.0933,-0.0533,-0.8379
12.5544,0.0906,-0.0817,-0.8166
12.5879,0.0894,-0.1080,-0.7698
12.6214,0.0843,-0.1327,-0.7225
12.6548,0.0791,-0.1586,-0.7015
12.6883,0.0753,-0.1811,-0.6507
12.7218,0.0690,-0.1979,-0.5918
12.7553,0.0614,-0.2167,-0.5400
12.7888,0.0550,-0.2400,-0.4606
12.8222,0.0461,-0.2561,-0.3996
12.8557,0.0385,-0.2670,-0.3232
12.8892,0.0296,-0.2822,-0.2452
12.9227,0.0207,-0.2860,-0.1527
12.9561,0.0105,-0.2964,-0.0534
12.9896,0.0004,-0.3011,0.0363
13.0231,-0.0086,-0.2950,0.1403
13.0566,-0.0189,-0.2901,0.2667
13.0901,-0.0303,-0.2807,0.3783
13.1235,-0.0401,-0.2682,0.4674
13.1570,-0.0481,-0.2553,0.5606
13.1905,-0.0570,-0.2369,0.6565
13.2240,-0.0656,-0.2143,0.7227
13.2574,-0.0719,-0.1877,0.8006
13.2909,-0.0788,-0.1614,0.8325
13.3244,-0.0831,-0.1335,0.8632
13.3579,-0.0870,-0.0996,0.9017
13.3914,-0.0909,-0.0675,0.9103
13.4248,-0.0933,-0.0402,0.9303
13.4583,-0.0961,-0.0102,0.9196
13.4918,-0.0961,0.0211,0.9005
13.5253,-0.0954,0.0509,0.8651
13.5588,-0.0927,0.0779,0.8275
13.5922,-0.0900,0.1057,0.7843
13.6257,-0.0865,0.1299,0.7456
13.6592,-0.0819,0.1591,0.6882
13.6927,-0.0762,0.1832,0.6415
13.7261,-0.0705,0.2035,0.5895
13.7596,-0.0642,0.2270,0.5180
13.7931,-0.0565,0.2380,0.4538
13.8266,-0.0489,0.2546,0.3809
13.8601,-0.0399,0.2642,0.3052
13.8935,-0.0313,0.2759,0.2188
13.9270,-0.0221,0.2842,0.1306
13.9605,-0.0120,0.2922,0.0309
13.9940,-0.0018,0.2902,-0.0518
14.0275,0.0071,0.2904,-0.1436
14.0609,0.0173,0.2862,-0.2401
14.0944,0.0275,0.2783,-0.3209
14.1279,0.0351,0.2687,-0.4274
14.1614,0.0453,0.2520,-0.5110
14.1948,0.0529,0.2353,-0.6067
14.2283,0.0618,0.2143,-0.6829
14.2618,0.0694,0.1912,-0.7532
14.2953,0.0758,0.1661,-0.7948
14.3288,0.0797,0.1402,-0.8548
14.3622,0.0862,0.1106,-0.8847
14.3957,0.0900,0.0809,-0.8984
14.4292,0.0925,0.0503,-0.9096
14.4627,0.0939,0.0181,-0.9033
14.4961,0.0938,-0.0121,-0.8928
14.5296,0.0938,-0.0440,-0.8688
14.5631,0.0925,-0.0718,-0.8359
14.5966,0.0900,-0.0996,-0.8054
14.6301,0.0862,-0.1241,-0.7580
14.6635,0.0824,-0.1526,-0.7084
14.6970,0.0773,-0.1727,-0.6530
14.7305,0.0710,-0.1937,-0.5942
14.7640,0.0646,-0.2160,-0.5397
14.7975,0.0582,-0.2327,-0.4668
14.8309,0.0493,-0.2479,-0.4053
14.8644,0.0417,-0.2621,-0.3287
14.8979,0.0328,-0.2732,-0.2454
14.9314,0.0239,-0.2839,-0.1630
14.9648,0.0150,-0.2870,-0.0674
14.9983,0.0048,-0.2914,0.0281
15.0318,-0.0054,-0.2899,0.1331
15.0653,-0.0154,-0.2875,0.2384
15.0988,-0.0253,-0.2810,0.3203
15.1322,-0.0334,-0.2664,0.4247
15.1657,-0.0429,-0.2565,0.5244
15.1992,-0.0526,-0.2343,0.6034
15.2327,-0.0602,-0.2158,0.6807
15.2662,-0.0674,-0.1929,0.7408
15.2996,-0.0728,-0.1653,0.8050
15.3331,-0.0801,-0.1367,0.8384
15.3666,-0.0837,-0.1111,0.8759
15.4001,-0.0877,-0.0819,0.8902
15.4335,-0.0902,-0.0540,0.8848
15.4670,-0.0913,-0.0181,0.8862
15.5005,-0.0927,0.0100,0.8585
15.5340,-0.0913,0.0362,0.8475
15.5675,-0.0916,0.0666,0.8155
15.6009,-0.0888,0.0937,0.7713
15.6344,-0.0851,0.1201,0.7404
15.6679,-0.0812,0.1424,0.6997
15.7014,-0.0774,0.1676,0.6406
15.7349,-0.0710,0.1860,0.5800
15.7683,-0.0648,0.2039,0.5137
15.8018,-0.0571,0.2240,0.4703
15.8353,-0.0508,0.2400,0.4034
15.8688,-0.0422,0.2548,0.3212
15.9022,-0.0333,0.2650,0.2533
15.9357,-0.0253,0.2724,0.1802
15.9692,-0.0164,0.2814,0.1001
16.0027,-0.0062,0.2820,0.0130
16.0362,0.0026,0.2813,-0.0709
16.0696,0.0116,0.2794,-0.1721
16.1031,0.0218,0.2760,-0.2775
16.1366,0.0320,0.2687,-0.3649
16.1701,0.0408,0.2545,-0.4502
16.2035,0.0487,0.2391,-0.5386
16.2370,0.0574,0.2241,-0.6149
16.2705,0.0638,0.2034,-0.6974
16.3040,0.0714,0.1783,-0.7490
16.3375,0.0765,0.1526,-0.8078
16.3709,0.0829,0.1230,-0.8513
16.4044,0.0867,0.0929,-0.8837
16.4379,0.0906,0.0634,-0.8838
16.4714,0.0918,0.0360,-0.8918
16.5049,0.0932,0.0054,-0.8841
16.5383,0.0932,-0.0269,-0.8734
16.5718,0.0932,-0.0534,-0.8395
16.6053,0.0907,-0.0840,-0.7978
16.6388,0.0869,-0.1074,-0.7533
16.6722,0.0831,-0.1344,-0.7127
16.7057,0.0792,-0.1573,-0.6735
16.7392,0.0741,-0.1795,-0.6253
16.7727,0.0678,-0.1973,-0.5706
16.8062,0.0614,-0.2213,-0.5013
16.8396,0.0538,-0.2343,-0.4382
16.8731,0.0463,-0.2512,-0.3749
16.9066,0.0386,-0.2612,-0.2945
16.9401,0.0297,-0.2706,-0.2188
16.9736,0.0208,-0.2802,-0.1188
17.0070,0.0106,-0.2888,-0.0320
17.0405,0.0005,-0.2895,0.0645
17.0740,-0.0085,-0.2858,0.1655
17.1075,-0.0185,-0.2804,0.2718
17.1409,-0.0287,-0.2713,0.3565
17.1744,-0.0362,-0.2605,0.4622
17.2079,-0.0465,-0.2441,0.5421
17.2414,-0.0540,-0.2245,0.6339
17.2749,-0.0615,-0.2022,0.7191
17.3083,-0.0691,-0.1775,0.7791
17.3418,-0.0755,-0.1540,0.8144
17.3753,-0.0793,-0.1254,0.8423
17.4088,-0.0832,-0.0956,0.8785
17.4422,-0.0868,-0.0668,0.8928
17.4757,-0.0894,-0.0366,0.8985
17.5092,-0.0907,-0.0053,0.8778
17.5427,-0.0907,0.0231,0.8587
17.5762,-0.0901,0.0552,0.8280
17.6096,-0.0880,0.0826,0.8014
17.6431,-0.0856,0.1053,0.7581
17.6766,-0.0818,0.1293,0.7064
17.7101,-0.0765,0.1543,0.6516
17.7436,-0.0720,0.1809,0.5969
17.7770,-0.0658,0.1978,0.5384
17.8105,-0.0588,0.2151,0.4786
17.8440,-0.0525,0.2283,0.4147
17.8775,-0.0435,0.2446,0.3490
17.9109,-0.0359,0.2561,0.2917
17.9444,-0.0283,0.2676,0.2195
17.9779,-0.0195,0.2713,0.1345
18.0114,-0.0095,0.2772,0.0506
18.0449,-0.0003,0.2784,-0.0357
18.0783,0.0097,0.2795,-0.0965
18.1118,0.0174,0.2770,-0.1985
18.1453,0.0275,0.2703,-0.2895
18.1788,0.0365,0.2603,-0.3958
18.2123,0.0465,0.2497,-0.4724
18.2457,0.0542,0.2333,-0.5585
18.2792,0.0619,0.2129,-0.6326
18.3127,0.0682,0.1916,-0.7136
18.3462,0.0758,0.1681,-0.7746
18.3796,0.0809,0.1416,-0.8363
18.4131,0.0872,0.1160,-0.8672
18.4466,0.0899,0.0795,-0.8849
18.4801,0.0924,0.0521,-0.9049
18.5136,0.0949,0.0205,-0.9063
18.5470,0.0950,-0.0058,-0.8875
18.5805,0.0950,-0.0392,-0.8694
18.6140,0.0937,-0.0685,-0.8364
18.6475,0.0912,-0.0970,-0.7992
18.6810,0.0873,-0.1232,-0.7555
18.7144,0.0835,-0.1484,-0.7058
18.7479,0.0784,-0.1678,-0.6387
18.7814,0.0721,-0.1909,-0.6117
18.8149,0.0670,-0.2136,-0.5443
18.8483,0.0594,-0.2287,-0.4886
18.8818,0.0518,-0.2443,-0.4063
18.9153,0.0430,-0.2591,-0.3478
18.9488,0.0354,-0.2688,-0.2707
18.9823,0.0265,-0.2806,-0.1835
19.0157,0.0164,-0.2872,-0.0968
19.0492,0.0075,-0.2903,-0.0044
19.0827,-0.0027,-0.2916,0.1070
19.1162,-0.0127,-0.2933,0.2094
19.1496,-0.0228,-0.2817,0.3041
19.1831,-0.0313,-0.2736,0.4179
19.2166,-0.0410,-0.2580,0.5177
19.2501,-0.0506,-0.2434,0.6080
19.2836,-0.0581,-0.2194,0.7012
19.3170,-0.0664,-0.1950,0.7582
19.3505,-0.0721,-0.1711,0.8245
19.3840,-0.0785,-0.1415,0.8743
19.4175,-0.0835,-0.1108,0.9041
19.4510,-0.0872,-0.0808,0.8965
19.4844,-0.0885,-0.0499,0.9145
19.5179,-0.0910,-0.0173,0.8943
19.5514,-0.0910,0.0108,0.8753
19.5849,-0.0911,0.0404,0.8373
19.6183,-0.0891,0.0690,0.8098
19.6518,-0.0873,0.0933,0.7782
19.6853,-0.0841,0.1237,0.7199
19.7188,-0.0796,0.1448,0.6748
19.7523,-0.0744,0.1649,0.6320
19.7857,-0.0695,0.1839,0.5837
19.8192,-0.0631,0.2075,0.5377
19.8527,-0.0568,0.2216,0.4808
19.8862,-0.0492,0.2392,0.4070
19.9197,-0.0403,0.2538,0.3430
19.9531,-0.0327,0.2669,0.2764
19.9866,-0.0234,0.2761,0.1875
20.0201,-0.0138,0.2798,0.1153
20.0536,-0.0058,0.2881,0.0263
20.0870,0.0041,0.2906,-0.0729
20.1205,0.0142,0.2880,-0.1719
20.1540,0.0244,0.2815,-0.2674
20.1875,0.0333,0.2683,-0.3747
20.2210,0.0434,0.2567,-0.4686
20.2544,0.0523,0.2447,-0.5485
20.2879,0.0599,0.2256,-0.6332
20.3214,0.0675,0.2020,-0.7048
20.3549,0.0739,0.1800,-0.7788
20.3883,0.0816,0.1543,-0.8168
20.4218,0.0854,0.1248,-0.8493
20.4553,0.0893,0.0958,-0.8737
20.4888,0.0918,0.0633,-0.8864
20.5223,0.0943,0.0350,-0.8984
20.5557,0.0968,0.0057,-0.8964
20.5892,0.0969,-0.0229,-0.8676
20.6227,0.0956,-0.0559,-0.8389
20.6562,0.0930,-0.0818,-0.8207
20.6897,0.0917,-0.1092,-0.7860
20.7231,0.0880,-0.1329,-0.7379
20.7566,0.0817,-0.1586,-0.6929
20.7901,0.0766,-0.1816,-0.6459
20.8236,0.0703,-0.2026,-0.6031
20.8570,0.0652,-0.2228,-0.5368
20.8905,0.0563,-0.2411,-0.4773
20.9240,0.0487,-0.2549,-0.4014
20.9575,0.0398,-0.2709,-0.3372
20.9910,0.0323,-0.2853,-0.2402
21.0244,0.0221,-0.2915,-0.1438
21.0579,0.0120,-0.2943,-0.0453
21.0914,0.0030,-0.2986,0.0580
21.1249,-0.0072,-0.2991,0.1642
21.1584,-0.0174,-0.2937,0.2804
21.1918,-0.0285,-0.2831,0.3929
21.2253,-0.0386,-0.2730,0.4814
21.2588,-0.0467,-0.2537,0.5913
21.2923,-0.0563,-0.2339,0.6733
21.3257,-0.0639,-0.2075,0.7374
21.3592,-0.0704,-0.1843,0.7993
21.3927,-0.0759,-0.1588,0.8622
21.4262,-0.0817,-0.1269,0.8982
21.4597,-0.0867,-0.0964,0.9096
21.4931,-0.0891,-0.0641,0.9129
21.5266,-0.0919,-0.0356,0.9032
21.5601,-0.0918,-0.0087,0.8791
21.5936,-0.0917,0.0271,0.8608
21.6271,-0.0917,0.0526,0.8353
21.6605,-0.0904,0.0804,0.8031
21.6940,-0.0880,0.1081,0.7548
21.7275,-0.0841,0.1355,0.6944
