0.000000,-0.016900,-0.299400
0.033500,-0.027000,-0.294000
0.067000,-0.037900,-0.280500
0.100500,-0.046800,-0.264600
0.133900,-0.055500,-0.242900
0.167400,-0.064400,-0.222700
0.200900,-0.070700,-0.196900
0.234400,-0.078300,-0.168500
0.267900,-0.084600,-0.139500
0.301300,-0.088300,-0.106900
0.334800,-0.092000,-0.076600
0.368300,-0.094700,-0.046600
0.401800,-0.095900,-0.019800
0.435300,-0.095700,0.013600
0.468700,-0.095900,0.045700
0.502200,-0.094500,0.070700
0.535700,-0.091900,0.102900
0.569200,-0.088200,0.124400
0.602600,-0.084400,0.145600
0.636100,-0.079300,0.169500
0.669600,-0.074400,0.189200
0.703100,-0.068000,0.209900
0.736600,-0.060300,0.226400
0.770000,-0.051600,0.244600
0.803500,-0.044000,0.257000
0.837000,-0.036500,0.267500
0.870500,-0.026700,0.279900
0.904000,-0.018700,0.286500
0.937400,-0.008600,0.294500
0.970900,0.001500,0.295400
1.004400,0.011400,0.293600
1.037900,0.021700,0.285200
1.071300,0.030600,0.279000
1.104800,0.040700,0.271500
1.138300,0.049600,0.257100
1.171800,0.058400,0.237900
1.205300,0.067300,0.216700
1.238700,0.073700,0.188900
1.272200,0.081300,0.160900
1.305700,0.085100,0.134300
1.339200,0.090200,0.103600
1.372600,0.092800,0.073900
1.406100,0.096600,0.036900
1.439600,0.097800,0.005500
1.473100,0.097900,-0.023500
1.506600,0.096700,-0.057100
1.540000,0.094100,-0.082500
1.573500,0.091600,-0.111500
1.607000,0.087800,-0.135000
1.640500,0.084000,-0.163600
1.674000,0.077700,-0.184100
1.707400,0.071300,-0.208600
1.740900,0.063700,-0.225900
1.774400,0.057400,-0.243100
1.807900,0.049800,-0.260600
1.841300,0.039600,-0.277000
1.874800,0.032100,-0.289800
1.908300,0.022000,-0.299100
1.941800,0.011900,-0.306400
1.975300,0.001800,-0.305400
2.008700,-0.008300,-0.305200
2.042200,-0.019600,-0.303900
2.075700,-0.029800,-0.295900
2.109200,-0.039800,-0.281200
2.142700,-0.050000,-0.262800
2.176100,-0.058700,-0.244000
2.209600,-0.066300,-0.218700
2.243100,-0.074000,-0.189800
2.276600,-0.080300,-0.162300
2.310000,-0.085100,-0.130500
2.343500,-0.090300,-0.096300
2.377000,-0.094200,-0.066900
2.410500,-0.095100,-0.037100
2.444000,-0.096600,-0.004800
2.477400,-0.096500,0.025300
2.510900,-0.095400,0.052500
2.544400,-0.094100,0.084000
2.577900,-0.090200,0.108200
2.611400,-0.087700,0.134000
2.644800,-0.082500,0.159800
2.678300,-0.077500,0.178000
2.711800,-0.072300,0.194700
2.745300,-0.065500,0.214200
2.778700,-0.057300,0.228800
2.812200,-0.049700,0.247500
2.845700,-0.042100,0.257800
2.879200,-0.032500,0.269100
2.912700,-0.024400,0.282700
2.946100,-0.014600,0.286900
2.979600,-0.005500,0.293000
3.013100,0.003400,0.292600
3.046600,0.013500,0.290300
3.080000,0.023600,0.286800
3.113500,0.033800,0.277100
3.147000,0.043900,0.267900
3.180500,0.051500,0.248900
3.214000,0.061700,0.235800
3.247400,0.069200,0.210000
3.280900,0.075700,0.185400
3.314400,0.082000,0.157400
3.347900,0.087100,0.124400
3.381400,0.092200,0.095500
3.414800,0.094800,0.063800
3.448300,0.096000,0.028900
3.481800,0.098600,-0.000100
3.515300,0.097300,-0.034900
3.548700,0.097300,-0.062500
3.582200,0.093600,-0.090700
3.615700,0.091000,-0.119600
3.649200,0.087200,-0.146300
3.682700,0.082200,-0.172100
3.716100,0.077000,-0.193100
3.749600,0.069500,-0.214500
3.783100,0.061800,-0.235500
3.816600,0.055500,-0.250200
3.850100,0.046700,-0.267300
3.883500,0.037800,-0.278100
3.917000,0.028900,-0.290500
3.950500,0.018700,-0.297200
3.984000,0.008600,-0.301900
4.017400,-0.001500,-0.301200
4.050900,-0.011400,-0.299400
4.084400,-0.021500,-0.297000
4.117900,-0.031700,-0.287200
4.151400,-0.041600,-0.270900
4.184800,-0.050500,-0.256700
4.218300,-0.059300,-0.231300
4.251800,-0.066800,-0.208800
4.285300,-0.074500,-0.183000
4.318700,-0.080700,-0.155900
4.352200,-0.085500,-0.124600
4.385700,-0.090800,-0.093200
4.419200,-0.093200,-0.062600
4.452700,-0.094400,-0.030400
4.486100,-0.096000,0.001300
4.519600,-0.095800,0.032100
4.553100,-0.093300,0.061800
4.586600,-0.093300,0.088600
4.620100,-0.089400,0.116700
4.653500,-0.085600,0.145700
4.687000,-0.080400,0.168600
4.720500,-0.075400,0.186400
4.754000,-0.069200,0.206500
4.787400,-0.061500,0.225400
4.820900,-0.054100,0.241600
4.854400,-0.046400,0.255700
4.887900,-0.037600,0.270900
4.921400,-0.028800,0.279400
4.954800,-0.017900,0.286600
4.988300,-0.008800,0.292700
5.021800,-0.001000,0.297500
5.055300,0.009100,0.294400
5.088800,0.019300,0.289300
5.122200,0.029400,0.281000
5.155700,0.039500,0.271000
5.189200,0.048400,0.256800
5.222700,0.057300,0.240300
5.256100,0.066100,0.217600
5.289600,0.072400,0.197000
5.323100,0.080000,0.168700
5.356600,0.085200,0.137600
5.390100,0.089000,0.104300
5.423500,0.092800,0.072200
5.457000,0.095300,0.043500
5.490500,0.097800,0.011300
5.524000,0.097900,-0.022600
5.557500,0.096700,-0.050200
5.590900,0.094200,-0.078900
5.624400,0.091600,-0.108600
5.657900,0.087800,-0.132100
5.691400,0.084000,-0.157600
5.724800,0.077700,-0.181900
5.758300,0.072600,-0.206500
5.791800,0.066300,-0.225700
5.825300,0.057400,-0.239900
5.858800,0.049900,-0.255300
5.892200,0.042300,-0.270300
5.925700,0.032200,-0.286200
5.959200,0.023200,-0.294200
5.992700,0.013300,-0.300500
6.026100,0.002900,-0.304400
6.059600,-0.007300,-0.306000
6.093100,-0.018200,-0.302000
6.126600,-0.027000,-0.289600
6.160100,-0.037100,-0.281300
6.193500,-0.047100,-0.265400
6.227000,-0.056500,-0.244400
6.260500,-0.065000,-0.220400
6.294000,-0.071600,-0.194400
6.327500,-0.078800,-0.167100
6.360900,-0.085000,-0.134400
6.394400,-0.088800,-0.104900
6.427900,-0.092500,-0.074700
6.461400,-0.093700,-0.040900
6.494800,-0.096200,-0.008200
6.528300,-0.096200,0.019000
6.561800,-0.095100,0.050300
6.595300,-0.092600,0.077200
6.628800,-0.091200,0.106300
6.662200,-0.087300,0.128500
6.695700,-0.082300,0.149700
6.729200,-0.078700,0.174000
6.762700,-0.072300,0.191900
6.796200,-0.066000,0.209700
6.829600,-0.058500,0.228500
6.863100,-0.051400,0.241700
6.896600,-0.041900,0.258000
6.930100,-0.034400,0.269800
6.963500,-0.025400,0.276900
6.997000,-0.016600,0.285700
7.030500,-0.006600,0.293600
7.064000,0.003200,0.293600
7.097500,0.012200,0.292300
7.130900,0.022400,0.286800
7.164400,0.033800,0.282100
7.197900,0.041400,0.268600
7.231400,0.051600,0.256600
7.264800,0.059200,0.233900
7.298300,0.068100,0.213400
7.331800,0.075700,0.188600
7.365300,0.082100,0.158900
7.398800,0.087200,0.130500
7.432200,0.091000,0.096100
7.465700,0.094800,0.064200
7.499200,0.097300,0.032400
7.532700,0.097300,-0.002400
7.566200,0.097300,-0.034200
7.599600,0.096100,-0.064800
7.633100,0.094800,-0.093700
7.666600,0.091100,-0.119200
7.700100,0.086000,-0.144200
7.733500,0.082200,-0.165800
7.767000,0.075800,-0.191200
7.800500,0.069500,-0.210100
7.834000,0.061900,-0.226500
7.867500,0.055600,-0.250000
7.900900,0.046700,-0.263400
7.934400,0.039200,-0.278900
7.967900,0.029000,-0.289500
8.001400,0.020200,-0.297900
8.034900,0.010100,-0.303600
8.068300,0.000100,-0.304100
8.101800,-0.011600,-0.305400
8.135300,-0.021300,-0.299100
8.168800,-0.031900,-0.293800
8.202200,-0.042800,-0.276600
8.235700,-0.050600,-0.257900
8.269200,-0.060500,-0.232800
8.302700,-0.068000,-0.212900
8.336200,-0.074200,-0.183900
8.369600,-0.080500,-0.155200
8.403100,-0.086700,-0.124900
8.436600,-0.090800,-0.093200
8.470100,-0.093200,-0.059300
8.503500,-0.095700,-0.031400
8.537000,-0.095400,-0.002100
8.570500,-0.095300,0.032000
8.604000,-0.095300,0.057600
8.637500,-0.094300,0.087400
8.670900,-0.090300,0.116200
8.704400,-0.086600,0.138900
8.737900,-0.081600,0.161400
8.771400,-0.075200,0.181300
8.804900,-0.070200,0.202900
8.838300,-0.063900,0.222600
8.871800,-0.055100,0.243600
8.905300,-0.047500,0.259300
8.938800,-0.039300,0.271300
8.972200,-0.030000,0.278500
9.005700,-0.021400,0.286200
9.039200,-0.012300,0.290800
9.072700,-0.001200,0.294400
9.106200,0.008200,0.297500
9.139600,0.019100,0.294900
9.173100,0.029300,0.284100
9.206600,0.038300,0.277500
9.240100,0.047200,0.261800
9.273600,0.056000,0.243300
9.307000,0.063700,0.223700
9.340500,0.071300,0.199300
9.374000,0.078900,0.172400
9.407500,0.085200,0.143200
9.440900,0.090400,0.113200
9.474400,0.094200,0.085800
9.507900,0.095500,0.055200
9.541400,0.098100,0.018700
